聚类组,模拟次数,检测时间(周),时间偏差(周),GAMM误差,时间噪声,聚类噪声,总噪声
第1组,46,18.016578556260374,1.4379109834492994,0.018157921399768285,-0.04028708371682067,-0.3499963654754049,0.35277502047333154
第1组,47,16.826647352630733,0.24797977981965857,-0.02860814743264139,0.04364929293367047,0.03126815504816727,0.060839003881172714
第1组,48,17.74031452229,1.161646949478925,0.004096067629918635,-0.16511648172007165,0.23225620482735712,0.2849967982038586
第1组,49,17.19863912408504,0.6199715512739665,-0.015745916254283236,0.10919764484518947,0.10470550337761185,0.1521029321084315
第1组,50,17.31185712538194,0.7331895525708667,-0.004578079422247411,-0.10302896537083739,-0.1473796821839533,0.17987967433043875
第1组,51,17.62045314161447,1.0417855688033946,-0.02779388901381531,0.00620726235310757,-0.25399864001292194,0.255590178803581
第1组,52,17.056090168761475,0.4774225959504008,0.017099077197115998,-0.002260910881402244,0.11585330331436756,0.11713017565024576
第1组,53,18.196582838134802,1.6179152653237274,0.03620755434371304,0.22272132584806248,-0.32656272961818444,0.396937013082367
第1组,54,16.962299882086125,0.38363230927505043,0.006397536888629681,-0.03360285743896094,0.08768384373648479,0.09411980109790283
第1组,55,18.451605197414835,1.872937624603761,0.025266701925686825,-0.41692463868139157,-0.19151817738281204,0.4595038333179003
第1组,56,17.31969484037863,0.7410272675675564,-0.031203783728939526,0.04359929278522597,-0.17371700929000403,0.1818025680980267
第1组,57,17.78758916096201,1.208921588150936,0.021613335167757673,-0.2549186217178161,-0.1500600134856291,0.29659509032162357
第1组,58,17.80029729151965,1.2216297187085772,-0.003889517770461506,0.12128596507439734,-0.2740481703668445,0.29971288486471465
第1组,59,17.512567683352064,0.9339001105409892,0.02166544352759037,-0.21649472767569516,0.07181505240906658,0.22912171504931084
第1组,60,16.925238186402417,0.3465706135913429,-0.018137705819181036,-0.03732008597489516,-0.07421488374649057,0.08502713778001604
第1组,61,16.99106345219564,0.41239587938456523,-0.013626961290689804,0.029507325056879665,-0.09581404359616161,0.10117661417678235
第1组,62,17.03258307666608,0.45391550385500423,-0.0364591300002892,0.08738647461310142,0.05861782207961996,0.1113629793559879
第1组,63,17.560008095144102,0.9813405223330278,0.00973751979006899,-0.0641842777276003,-0.23184318650927643,0.2407606777068275
第1组,64,17.874563456964523,1.295895884153449,0.018769245041618008,-0.0814756773766087,0.3067425210302293,0.31793323948808844
第1组,65,18.420488190218517,1.8418206174074427,0.026097138495638272,0.0756837781752806,0.4447213383966951,0.4518696313560952
第1组,66,17.380165017459984,0.8014974446489092,-0.04610828332379123,0.1569406692837761,-0.10913408212266049,0.19663823470287303
第1组,67,17.79995220725806,1.2212846344469845,0.0787823426315835,-0.2870902728424492,-0.033905595101172574,0.29962822238640474
第1组,68,17.109234242619117,0.5305666698080422,-0.023894968472774555,0.028865463640178328,-0.12465811319002565,0.1301684665868604
第1组,69,18.035397090960004,1.4567295181489293,-0.052734110971060885,-0.18826645186528823,-0.2991719410013415,0.3573919328137713
第1组,70,16.858976697114784,0.28030912430370947,0.013256584363867176,-0.053081483930175005,0.04166557109244117,0.06877063893614065
第1组,71,17.072884199075496,0.4942166262644214,0.011231585409430044,0.06443906268891218,-0.10209367239491239,0.12125039898538302
第1组,72,16.83027526819891,0.2516076953878361,-0.059040430580559015,-0.0016252175332924566,-0.01794615534551963,0.061729071488674216
第1组,73,17.052207498708114,0.47353992589703964,0.009319775235543152,-0.0903714080203126,0.07241123363703666,0.11617760694235518
第1组,74,17.3582595938358,0.779592021024726,-0.06079351645878063,-0.1507650750984042,0.1007767540158336,0.1912639894565083
第1组,75,17.820125993781,1.241458420969927,-0.012468987052874709,-0.2926441880547868,0.0834951281149713,0.30457763026740103
第1组,76,17.269307262469244,0.6906396896581697,0.012121176159222844,-0.1652270044640877,-0.035541732118410795,0.169440551927912
第1组,77,18.36725374901406,1.7885861762029869,0.0017423507871741975,-0.35572383062158935,-0.25692607509426435,0.43880916982408913
第1组,78,17.125922362964165,0.5472547901530902,-0.014020862518581298,-0.12944026358553506,0.0327888370079346,0.13426270612195576
第1组,79,17.066314504776933,0.48764693196585895,-0.013034203520637517,-0.040467445992482386,0.11182973606093224,0.11963859959908277
第1组,80,18.736371864136416,2.1577042913253415,0.024985079872220258,0.5190097132660636,-0.10116929735164185,0.5293680793241765
第1组,81,18.38616999108195,1.8075024182708752,-0.0014228568256604713,-0.2997650823738701,-0.32678252839093486,0.44345005355026357
第1组,82,17.922265206445886,1.3435976336348112,-0.015586497071394029,-0.283385212750525,-0.16766032531648623,0.3296363183598659
第1组,83,16.95270106810682,0.3740334952957447,-0.008643585482480376,-0.059899194074804055,-0.06897942573790247,0.09176484182918199
第1组,84,17.136702220985597,0.5580346481745231,0.03608274770548584,0.07763791571502343,0.10683646988885899,0.1369074210437984
第1组,85,19.788906952432836,3.210239379621761,0.011692781376168922,-0.2938719888004463,0.7306225097023503,0.7875955298385089
第1组,86,17.197499575910044,0.6188320030989694,-6.366862777349787e-05,0.12859850026134667,-0.0807016319855252,0.1518233569918966
第1组,87,17.974159275294955,1.3954917024838807,-0.003672194470417284,0.30388672241152553,-0.15765524967197467,0.3423679348586558
第1组,88,17.6326311258381,1.0539635530270246,0.037512981957735274,0.2533078153466624,-0.035922992317039194,0.25857790800466746
第1组,89,17.35553775468369,0.7768701818726171,0.006611342750459597,-0.17922646239997828,0.06450646003659896,0.19059621733871904
第1组,90,17.58178575458969,1.0031181817786141,0.03619103633998283,-0.03369353337924361,-0.24108489281144926,0.24610357747267336
第1组,91,17.43602768339143,0.8573601105803554,0.015559847697960894,0.1938676565720883,-0.0801099952556171,0.21034350112373787
第1组,92,17.7163652458582,1.1376976730471249,0.050127929753293624,-0.0349384841448629,-0.27235104361995993,0.27912111703805803
第1组,93,17.447386918780417,0.8687193459693425,-0.04633989969582668,0.0832644636874634,0.1906415300801925,0.21313035965881805
第1组,94,18.188495233676463,1.6098276608653883,0.0015708235685029817,-0.039612107314166034,-0.3929581873559659,0.3949528117922934
第1组,95,17.08030751639007,0.5016399435789971,0.002645062038377893,-0.11522496567400783,-0.04316058175173354,0.1230716250193814
第1组,96,17.075504236784916,0.4968366639738413,-0.011398152771036155,0.1129963765410415,0.044270216379895866,0.12189319528308179
第1组,97,18.27075155120807,1.6920839783969939,-0.04469047499893837,-0.00860828354323705,0.4126311277411243,0.415133458880519
第1组,98,17.14270240018985,0.5640348273787765,0.0076436250828735,0.13253177840881256,0.03906133298882577,0.13837949641285033
第1组,99,17.133103328130506,0.5544357553194317,-0.014696086800640079,-0.018153387386470907,0.13400424261602994,0.13602447382714275
第1组,100,16.84196104064243,0.26329346783135676,0.026377360152822136,-0.02910259538092134,0.05128276977497765,0.06459604215685875
第1组,101,17.32340285444951,0.7447352816384338,-0.022020952467729622,-0.13006191074578619,0.12642292842193933,0.18271228695741745
第1组,102,16.999026111954528,0.42035853914345367,-0.005956072745694331,-0.10232356670882765,-0.011412412034522694,0.10313016171331074
第1组,103,17.473435051121285,0.8947674783102109,0.024123866324394873,-0.178114163266345,-0.126027142638652,0.21952097112615598
第1组,104,17.53707321521226,0.9584056424011855,0.05012108158353404,-0.2180701879810763,-0.07225791142785584,0.23513386712492332
第1组,105,18.504184816159476,1.925517243348402,0.059064020875667714,0.4435504222991024,-0.15145845950797407,0.47240364164583026
第1组,106,17.214199566694752,0.6355319938836779,0.052663792662906474,-0.12766865086094034,-0.0723771068452919,0.15592050880364997
第1组,107,18.5042568325101,1.9255892596990272,0.019639756804240294,0.1557510842007494,-0.4455757779517475,0.4724213100341089
第1组,108,17.183541509385304,0.6048739365742293,0.028449143456674295,-0.019750186315142793,-0.14430111353456146,0.14839890494951669
第1组,109,17.202347517849798,0.6236799450387238,0.015912783445910326,-0.10746934166708114,-0.10774982036273206,0.1530127441213747
第1组,110,17.76260042437261,1.1839328515615364,-0.0006011788048618141,-0.06820113274315877,-0.2823434179123635,0.29046438949007314
第1组,111,17.853886532916565,1.2752189601054909,0.016539626706036193,0.28130580671188415,0.13592317350675234,0.31286039256758863
第1组,112,18.00702735048532,1.4283597776742454,0.05778626645200816,0.20234217553279013,-0.28021562544589673,0.3504317413332303
第1组,113,17.523758313788257,0.9450907409771823,-0.006307080521734112,0.19360099409873838,-0.12744127313397385,0.2318672082868457
第1组,114,17.019474582036622,0.44080700922554783,-0.023332603548224595,0.03373561289580972,-0.10006629305384696,0.10814696006514897
第1组,115,17.37325696442025,0.7945893916091755,0.018303669900664357,0.18422330649990043,0.0610711644708654,0.19494342286780603
第1组,116,17.62601704894477,1.0473494761336966,-0.04738177466658785,0.23354924780537314,-0.09610255610708378,0.2569552198561572
第1组,117,18.305622996736716,1.7269554239256415,0.008441684032371607,0.07154547225650727,-0.41751904945170043,0.423688769363504
第1组,118,17.52327432922889,0.9446067564178158,-0.03473160798072705,-0.04834699114318536,-0.2239724009146141,0.23174846820849276
第1组,119,17.670650489620968,1.0919829168098936,-0.007477287337388784,-0.20311199349712172,0.17453646665099742,0.2679055242418779
第1组,120,17.703555348162215,1.1248877753511408,0.024448474220573932,-0.2606519465082745,-0.08733205235478021,0.27597835509105517
第1组,121,17.535460458572672,0.9567928857615975,-0.03505229929157989,-0.15401766286769863,0.1736430717587623,0.23473819572168744
第1组,122,18.00160150865701,1.4229339358459363,0.00913559496853646,0.3129860950903088,0.15436144371135738,0.3491005730730952
第1组,123,17.48930149825026,0.9106339254391855,-0.0021703490998862306,-0.17554581923290935,0.13817598079031607,0.22341362253169447
第1组,124,17.94450098835886,1.3658334155477867,0.05077594118009605,-0.33121940379096415,0.001378263539904229,0.3350916132354729
第1组,125,18.437760240782147,1.8590926679710726,-0.00046579722357864534,0.24273547973934234,0.3861515056408369,0.4561071314943754
第1组,126,17.62351069885641,1.0448431260453361,-0.005477861352392513,-0.24743469955512662,0.06675642178979682,0.2563403155165201
第1组,127,16.84596649380918,0.2672989209981047,0.05871535687975961,-0.01927632059339401,-0.021943124731298773,0.06557873429786654
第1组,128,17.310545191438457,0.731877618627383,0.03182267101880081,0.05707235321711524,0.167245537829412,0.17955780633645332
第1组,129,17.489355334501564,0.9106877616904896,-0.020274081636656942,0.10705140817429674,0.19506026317968594,0.22342683064045388
第1组,130,17.876545452447793,1.2978778796367187,0.006353735518311002,0.31600595417740246,0.03861145659517495,0.31841949942019615
第1组,131,18.251040351637222,1.6723727788261478,-0.019732581315298967,-0.20257595410134094,-0.35625507792802963,0.4102975414195653
第1组,132,18.120889388984402,1.5422218161733277,-0.006681447504229256,-0.32582328895831114,0.19223876802337894,0.3783664907196585
第1组,133,18.703467380186474,2.1247998073753998,0.005854105501720404,0.10035800566375819,-0.5115103440268048,0.5212953403766932
第1组,134,18.327253035101492,1.7485854622904178,0.014781472702434134,-0.24754945148288293,-0.3500541029026697,0.42899545198489214
第1组,135,16.977796376122644,0.3991288033115694,0.04489321043328451,-0.018201512114092978,-0.08509971644958035,0.09792168874179824
第1组,136,16.87678437775505,0.29811680494397663,-0.011362651410720362,-0.012820785732427549,0.07110493196398776,0.07313954978998498
第1组,137,16.66531450450676,0.08664693169568594,-0.012946656723852657,-0.0162791448298093,0.0043896506589337705,0.021257834076468463
第1组,138,17.907978198602553,1.3293106257914786,0.015103301732966947,-0.03150532942158809,-0.32425428422647706,0.3261311643256817
第1组,139,17.73103443737472,1.1523668645636462,-0.02310417744181245,-0.09290785122194635,-0.2660168164243408,0.28272003546703844
第1组,140,17.54924009048838,0.9705725176773043,0.0057418716136483205,-0.16753093086700288,-0.16911834548303326,0.2381188708727444
第1组,141,18.047253046391514,1.4685854735804398,0.022330982399210334,-0.07485145897363797,-0.35173164341571195,0.36030065593239435
第1组,142,17.8707923803034,1.2921248074923248,0.017700093360262667,-0.027959033229722825,0.31527623166145435,0.31700804894316137
第1组,143,18.086610432412677,1.5079428596016022,-0.019883730595950725,-0.14629773671691648,0.3392188842662991,0.36995654062846
第1组,144,17.79306607890675,1.2143985060956766,-0.02333474402429254,-0.25965198246624355,-0.14423543262697472,0.29793878952298286
第1组,145,17.307740524424165,0.7290729516130909,0.002907432025113177,0.15182367097407484,-0.09452774261958297,0.1788697133496303
第1组,146,17.47084661377864,0.8921790409675658,-0.03324993005853901,-0.1746799820433728,0.1276416677000745,0.2188859276171655
第1组,147,18.58763816026104,2.0089705874499657,0.01928899251452887,-0.18416034781306173,0.4567730179793577,0.4928779655176564
第1组,148,17.931213637056505,1.3525460642454306,0.018315929669954135,-0.19660300149404003,0.2666909683723276,0.3318317135047674
第1组,149,16.986446465110348,0.4077788922992731,0.025943290954316474,0.07559825143976552,0.060171669380597946,0.10004388918039081
第1组,150,17.7392557787374,1.1605882059263273,-0.026611914068887285,0.2825060805662849,0.023607344956146012,0.28473704757760726
第1组,151,17.570380083031825,0.9917125102207507,-0.004505045747170283,0.10264986015510164,-0.22054521669127436,0.24330532635445362
第1组,152,17.567664731518306,0.9889971587072317,-0.0006462976137089181,0.17429862002633734,-0.16879966967275864,0.24263914590461994
第1组,153,17.37360865968642,0.7949410868753439,-0.019525163594918682,0.14739855690120493,-0.12621022197886395,0.1950297072805069
第1组,154,17.73277827859544,1.1541107057843654,-0.008010128747621754,0.24195723426641838,-0.14685111233929252,0.2831478669735929
第1组,155,17.04180890009432,0.4631413272832461,-0.0032554374860395007,-0.10410288538795434,0.045419785307147846,0.11362642965732256
第1组,156,18.49005778102085,1.9113902082097773,-0.03125780592395125,-0.42218272713791616,0.20171091656780954,0.4689377350858143
第1组,157,17.38200988459682,0.8033423117857446,0.00257341911249769,-0.050382029964043035,0.19052514904708817,0.1970908517629407
第1组,158,18.04272832063586,1.4640607478247851,-0.029456487661964504,-0.3300788972652389,0.138557207538007,0.35919056619842615
第1组,159,18.08725998075898,1.508592407947905,-0.004298714170946195,0.3278824165442427,-0.17164038373381382,0.3701158998890843
第1组,160,17.688335084654952,1.1096675118438775,-0.02912133307907332,0.009663422322577624,0.270509687540271,0.27224423744943044
第1组,161,16.96252127003762,0.38385369722654517,-0.00423807739232242,-0.04510659201964194,0.08256027010458855,0.09417411610072249
第1组,162,18.107683717062486,1.5290161442514112,0.00533997433341662,0.3152098166300576,0.2033082506384953,0.3751266300911218
第1组,163,17.276111516615146,0.6974439438040712,0.02797558427644615,0.1532427110408221,0.07079996718607154,0.17110989789108708
第1组,164,18.299044282324893,1.7203767095138183,-0.013195847523688558,-0.28315307353133257,-0.3127256098414948,0.4220747569955392
第1组,165,18.04059882484934,1.4619312520382657,0.08791470034385707,-0.28207979485470236,-0.20333424258638244,0.35866811875325494
第1组,166,17.576899619347493,0.998232046536419,-0.011203271336399504,0.1253756952785961,-0.2100804432354691,0.24490482005309638
第1组,167,18.269751814721655,1.6910842419105805,-0.0012726629213225932,-0.21106855594081653,-0.3571843376245982,0.4148881849633415
第1组,168,18.72207706740563,2.143409494594554,0.02867102138467911,-0.5030743756382057,0.15041260435556073,0.5258610143755037
第1组,169,16.910327565948148,0.3316599931370732,0.02023571040912317,-0.07647700907639945,-0.019044559255021586,0.08136898752136228
第1组,170,17.682666810868653,1.103999238057579,0.04105243565042484,-0.0899678410422911,0.2521550178256818,0.2708535912800735
第1组,171,17.361357503171373,0.7826899303602985,-0.05682671412787901,0.12640139021601499,-0.13291591217888565,0.19202402609428387
第1组,172,17.15071728007756,0.572049707266487,0.003718165837206833,-0.13973455736936424,0.012545433142530815,0.1403458555609635
第1组,173,17.69164300493062,1.1129754321195442,-0.007618230084247826,0.06303323666878938,0.2655715391303316,0.27305579787034995
第1组,174,17.101040251249266,0.5223726784381917,-0.04314055736535384,0.12008279307827571,0.011980410707614242,0.12815816448434522
第1组,175,19.327650634894912,2.7489830620838376,0.03494202321691635,-0.4148354824866194,0.53061145331809,0.6744315657713045
第1组,176,17.65939726992408,1.0807296971130071,0.07055820969771648,-0.2410543512944277,-0.08494726412901336,0.2651446754448006
第1组,177,17.823424254215013,1.2447566814039384,0.0747028378063285,0.030278920639681243,0.2945569270623361,0.30538682075660883
第1组,178,17.71282478805308,1.1341572152420056,-0.025754472963511188,0.16252774373887546,0.22437891353716222,0.2782525061928376
第1组,179,17.34434375350807,0.7656761806969961,0.01809372929180529,0.1753536473217368,0.06489452351763146,0.18784989712880232
第1组,180,17.306006340254907,0.7273387674438325,0.017442367614194865,0.06697995398118302,-0.16447431508855048,0.1784442510902436
第1组,181,16.721356444842144,0.14268887203106928,0.025765561461084385,0.020320628035259806,0.012194417108417805,0.035007083422735695
第1组,182,17.28587190958347,0.7072043367723957,-0.02603930968227035,-0.16845787200661397,0.03236836087097553,0.17350449871746731
第1组,183,17.34510005010515,0.7664324772940745,-0.04584933690611333,-0.17912463775634893,0.03419841152464756,0.18803544585232504
第1组,184,17.997425176853497,1.4187576040424226,-0.03084981995361216,0.32905539744558937,0.10921403951698644,0.3480759578121749
第1组,185,17.093886592335757,0.5152190195246824,-0.002601649276678192,-0.022709162420670198,0.12431921836852755,0.1264030960561048
第1组,186,17.857682353786355,1.279014780975281,0.04828684906204886,0.08907346885660905,-0.29698400522816737,0.3137916538212171
第1组,187,18.520510718315403,1.941843145504329,-0.002252692828453026,-0.4695324843018127,-0.08062084853699762,0.47640901508938394
第1组,188,17.705622571630276,1.1269549988192011,0.015411885043864648,0.22274246394383504,0.16307211270944807,0.2764855247348383
第1组,189,17.251338885249936,0.6726713124388617,-0.021394188451316527,-0.04581583150963416,-0.15709497319555532,0.16503221600560866
第1组,190,18.86384724211863,2.2851796693075563,0.052351210563819854,0.16563712051350715,0.5330515348028225,0.560642705914514
第1组,191,17.8619759353332,1.2833083625221242,-0.013987529650753528,0.31252788228337963,-0.035469252213525294,0.3148450349661741
第1组,192,17.231049409023022,0.6523818362119478,-0.010615649097324837,-0.0262949509118982,0.15752238731668813,0.1600544249783972
第1组,193,17.818077492707747,1.2394099198966728,-0.013656282469817186,0.006077899172464207,0.30370743080294066,0.30407505394913453
第1组,194,17.422642287992165,0.8439747151810906,0.022116831272605563,-0.075171926434229,-0.19166033344944833,0.20705954739477184
第1组,195,17.41565451325328,0.8369869404422055,-0.023265679657458835,-0.11293388321366962,-0.16991553133181866,0.20534517675225905
第1组,196,17.902081353990805,1.323413781179731,-0.05574646006615711,-0.25460880932276503,-0.19361475299998784,0.3246844409175008
第1组,197,17.18340103230059,0.6047334594895162,-0.0013416376402808825,0.010755152246945907,-0.1479680165248685,0.14836444050282588
第1组,198,17.084580297225823,0.505912724414749,0.04481987761602901,-0.11573907130610694,-0.0011816308332093185,0.12411990294768167
第1组,199,19.109103843338865,2.5304362705277903,0.028413278502974267,0.1461370239479277,-0.6026990899530412,0.6208136090598119
第1组,200,18.465955976920853,1.8872884041097784,0.006409018898088046,0.46133262400010816,-0.039024931455773265,0.4630246330004366
第1组,201,17.46358262201812,0.884915049207045,-0.03361409837623288,-0.0171310714180492,0.21380054850048819,0.2171037902863213
第1组,202,17.93119864410815,1.3525310712970757,0.029806111382029786,-0.11591729579431921,-0.30949090645074595,0.33182803515629905
第1组,203,17.209659153866593,0.6309915810555182,0.03097511914668777,-0.08848400877677155,0.12319170601804226,0.15480657042578988
第1组,204,16.83449112430428,0.25582355149320435,-0.002668656911493709,0.05805841145068075,0.023692645465902423,0.06276338358518244
第1组,205,17.353112357540265,0.7744447847291909,0.04946893887539795,0.009971432497767087,0.1831770747002261,0.1900011738786042
第1组,206,18.043570837720868,1.4649032649097933,-0.0035468721336220973,-0.15041162743745626,-0.3263895806717663,0.3593972681329226
第1组,207,17.003582708536374,0.4249151357252998,0.012008159832303283,-0.06754359796424406,0.07849411884496602,0.1042480705901132
第1组,208,17.73735801747572,1.1586904446646464,-0.018676388516917445,-0.2752511877881089,0.06854367538957565,0.284271453548736
第1组,209,17.24754381465882,0.6688762418477445,0.029166020019073997,-0.15261041055288188,-0.05280709829702756,0.16410113882427543
第1组,210,17.229660293198812,0.6509927203877375,0.022898200799970566,-0.12064382649639246,-0.10212335851683628,0.15971362129237973
第1组,211,17.904625857284135,1.3259582844730602,-0.014527406801178963,0.24383192286688032,0.21485041739136684,0.32530870570977927
第1组,212,17.383256234789883,0.8045886619788085,-0.011570853585879106,-0.189504843089505,-0.054032019619180215,0.1973966295335643
第1组,213,17.466324830625023,0.8876572578139488,0.05535351890251966,-0.11819489305817436,-0.17433469306419536,0.21777655981696487
第1组,214,17.177674456119647,0.5990068833085722,0.01082056544634988,-0.12159807996913011,0.08181634409741362,0.14695949050750037
第1组,215,17.480424535509606,0.9017569626985313,-0.06143496828182387,-0.19749245893120893,0.07853493093138535,0.22123576121161204
第1组,216,17.533722506664034,0.9550549338529599,0.028250304101810723,-0.11680033884331266,-0.20115075203318272,0.23431180909052024
第1组,217,17.428264657527173,0.8495970847160983,0.03765961452733623,-0.1718253017598478,-0.11182400129526743,0.2084389314808879
第1组,218,17.706256881805743,1.1275893089946685,-0.03346174485707344,-0.2025736052639464,-0.1854038010841266,0.2766411454844623
第1组,219,18.49122090452537,1.912553331714296,0.00015338368778832227,-0.08087804519452885,0.4622002059207591,0.46922309413991553
第1组,220,17.48333994172126,0.9046723689101839,0.036005473381225214,-0.01470830496974914,-0.21851665421888064,0.22195102279445145
第1组,221,16.850427648517176,0.2717600757061014,0.028727810696330493,0.01569358471734992,0.05808393556048665,0.06667322760208633
第1组,222,16.907623569527903,0.32895599671682874,0.004707507255159028,-0.0796629511066973,0.012043517924165779,0.08070559291384409
第1组,223,17.044043901359945,0.4653763285488708,0.061415684561037596,-0.09364958661738129,0.022220369431739405,0.11417476166557237
第1组,224,18.23176169354121,1.6530941207301346,0.013897028190358771,-0.40327269187950443,-0.04078238352542033,0.40556774306431204
第1组,225,17.26480688047972,0.6861393076686468,0.020740681939085154,0.1442228935247153,-0.08430146101726466,0.16833643465864737
第1组,226,17.911934862503664,1.3332672896925892,-0.03683352351626736,0.3192796374756176,-0.06082309464182086,0.3271018865781626
第1组,227,18.655297260506693,2.0766296876956183,0.004011741483444587,-0.36393119611831676,0.3565181101416697,0.5094773522315065
第1组,228,17.11043508216477,0.5317675093536955,0.040404194246749854,0.12401264433940845,0.0029966767842212467,0.13046307884045508
第1组,229,17.17298193425482,0.5943143614437467,0.005149121327077562,0.11495679388892693,0.08954587185456055,0.14580823391652328
