真实浓度_logit,真实浓度_百分比,假阳性概率,假阴性概率,正确检测概率,距离阈值
-2.6262626262626263,0.06746720912569881,0.0,2.1612486432093106e-07,0.9999997838751357,0.5517913737373736
-2.5757575757575757,0.07071501202714367,0.0,1.726311952056912e-08,0.9999999827368805,0.6022964242424242
-2.525252525252525,0.07410673632504733,0.0,1.1198907962220196e-09,0.9999999988801092,0.6528014747474749
-2.474747474747475,0.07764754608342478,0.0,5.895752313490417e-11,0.9999999999410425,0.703306525252525
-2.4242424242424243,0.08134267229951789,0.0,2.5172958675357926e-12,0.9999999999974827,0.7538115757575756
-2.3737373737373737,0.08519740106158838,0.0,8.712271741029121e-14,0.9999999999999128,0.8043166262626262
-2.323232323232323,0.08921706025119848,0.0,2.4430822271651047e-15,0.9999999999999976,0.8548216767676768
-2.272727272727273,0.09340700471683215,0.0,5.548699115950696e-17,1.0,0.905326727272727
-2.2222222222222223,0.09777259985079931,0.0,1.0203554289597619e-18,1.0,0.9558317777777776
-2.1717171717171717,0.10231920350807018,0.0,1.518795593702921e-20,1.0,1.0063368282828282
-2.121212121212121,0.10705214621417715,0.0,1.8294947435971302e-22,1.0,1.0568418787878788
-2.070707070707071,0.11197670961974694,0.0,1.7830225210104257e-24,1.0,1.107346929292929
-2.0202020202020203,0.11709810317174109,0.0,1.4057152872365858e-26,1.0,1.1578519797979796
-1.9696969696969697,0.12242143898621305,0.0,8.963616978758207e-29,1.0,1.2083570303030302
-1.9191919191919191,0.12795170492445265,0.0,4.6222467738847685e-31,1.0,1.2588620808080808
-1.868686868686869,0.13369373589385355,0.0,1.9273130458355e-33,1.0,1.309367131313131
-1.8181818181818183,0.13965218341676008,0.0,6.4972855093013e-36,1.0,1.3598721818181816
-1.7676767676767677,0.14583148353491507,0.0,1.7707144638247326e-38,1.0,1.4103772323232322
-1.7171717171717171,0.15223582314389064,0.0,3.9008814195557865e-41,1.0,1.4608822828282828
-1.6666666666666665,0.15886910488091516,0.0,6.946070144525018e-44,1.0,1.5113873333333334
-1.6161616161616164,0.1657349107206239,0.0,9.996447971943018e-47,1.0,1.5618923838383836
-1.5656565656565657,0.17283646446618905,0.0,1.1626614150810256e-49,1.0,1.6123974343434342
-1.5151515151515151,0.18017659335766978,0.0,1.0927864224594988e-52,1.0,1.6629024848484848
-1.4646464646464645,0.18775768905482057,0.0,8.299799089185395e-56,1.0,1.7134075353535354
-1.4141414141414144,0.1955816682874619,0.0,5.09363652547183e-59,1.0,1.7639125858585856
-1.3636363636363638,0.20364993350221924,0.0,2.525783087753816e-62,1.0,1.8144176363636362
-1.3131313131313131,0.21196333386923713,0.0,1.0119362533647372e-65,1.0,1.8649226868686868
-1.2626262626262625,0.2205221270455694,0.0,3.27553316275992e-69,1.0,1.9154277373737374
-1.2121212121212124,0.2293259421224281,0.0,8.565774538432568e-73,1.0,1.9659327878787876
-1.1616161616161618,0.23837374421039675,0.0,1.8096404940284406e-76,1.0,2.016437838383838
-1.1111111111111112,0.24766380113907163,0.0,3.0884836578249397e-80,1.0,2.0669428888888888
-1.0606060606060606,0.2571936527643822,0.0,4.258071223305279e-84,1.0,2.1174479393939394
-1.0101010101010104,0.2669600833870327,0.0,4.7422375505766927e-88,1.0,2.1679529898989895
-0.9595959595959593,0.27695909778815886,0.0,4.266241327862929e-92,1.0,2.2184580404040406
-0.9090909090909092,0.2871859013825026,0.0,3.1001945826062683e-96,1.0,2.2689630909090908
-0.858585858585859,0.29763488497442225,0.0,1.8197187443433145e-100,1.0,2.319468141414141
-0.808080808080808,0.3082996145772482,0.0,8.627447742325069e-105,1.0,2.369973191919192
-0.7575757575757578,0.31917282672147035,0.0,3.3038071824869346e-109,1.0,2.420478242424242
-0.7070707070707067,0.33024642963181167,0.0,1.0218646729204495e-113,1.0,2.470983292929293
-0.6565656565656566,0.34151151059747936,0.0,2.552765603487334e-118,1.0,2.5214883434343434
-0.6060606060606064,0.3529583497941958,0.0,5.150629590935282e-123,1.0,2.5719933939393935
-0.5555555555555554,0.3645764407416393,0.0,8.393341443711005e-128,1.0,2.6224984444444446
-0.5050505050505052,0.37635451749670706,0.0,1.1046594143027774e-132,1.0,2.6730034949494947
-0.45454545454545503,0.3882805885928385,0.0,1.174180679284507e-137,1.0,2.723508545454545
-0.404040404040404,0.400341977640111,0.0,1.0079729951738765e-142,1.0,2.774013595959596
-0.3535353535353538,0.4125253704018182,0.0,6.988194900165084e-148,1.0,2.824518646464646
-0.30303030303030276,0.42481686806284763,0.0,3.912715343144951e-153,1.0,2.875023696969697
-0.2525252525252526,0.43720204630561754,0.0,1.7692282970967335e-158,1.0,2.9255287474747473
-0.20202020202020243,0.44966601971299786,0.0,6.460667155272078e-164,1.0,2.9760337979797975
-0.15151515151515138,0.462193510926849,0.0,1.905260826424055e-169,1.0,3.0265388484848486
-0.10101010101010122,0.47476892390791126,0.0,4.537441231608773e-175,1.0,3.0770438989898987
-0.050505050505050164,0.4873764205699251,0.0,8.726562700874709e-181,1.0,3.1275489494949498
0.0,0.5,0.0,1.3553371568152252e-186,1.0,3.178054
